,id,prolific_id,task_number,condition,initial_guess,final_guess,predicted_charge,uncertainty_level,true_charge,age,sex,bmi,children,smoker,prediction_error,total_uncertainty_std,epistemic_uncertainty_std,aleatoric_uncertainty_std,task_duration_ms,created_at,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Insurance types,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
10,710,5ccf87bfb46c7000010d8428,3,2,11634,17608,38827,2,55135,33,female,35.53,0,yes,16309,4454,798,4382,7699.376583099365,2025-07-24 21:23:58+00,6882a3beaa7e51f2857791a7,5ccf87bfb46c7000010d8428,APPROVED,Not Applicable,2025-07-24T21:21:06.163000Z,2025-07-24T21:25:25.174000Z,2025-07-25T00:39:43.037000Z,2025-07-24T21:25:25.642141Z,260.0,C1FHYQ9H,3523,"Health Insurance, Life Insurance, Vehicle Insurance",30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
11,711,5ccf87bfb46c7000010d8428,4,2,31892,31094,30586,2,38999,44,male,30.2,2,yes,8413,6620,804,6571,4822.590351104736,2025-07-24 21:24:10+00,6882a3beaa7e51f2857791a7,5ccf87bfb46c7000010d8428,APPROVED,Not Applicable,2025-07-24T21:21:06.163000Z,2025-07-24T21:25:25.174000Z,2025-07-25T00:39:43.037000Z,2025-07-24T21:25:25.642141Z,260.0,C1FHYQ9H,3523,"Health Insurance, Life Insurance, Vehicle Insurance",30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
12,712,5ccf87bfb46c7000010d8428,5,2,6720,7226,7367,3,24060,19,female,30.59,2,no,16693,11045,552,11031,5228.463172912598,2025-07-24 21:24:23+00,6882a3beaa7e51f2857791a7,5ccf87bfb46c7000010d8428,APPROVED,Not Applicable,2025-07-24T21:21:06.163000Z,2025-07-24T21:25:25.174000Z,2025-07-25T00:39:43.037000Z,2025-07-24T21:25:25.642141Z,260.0,C1FHYQ9H,3523,"Health Insurance, Life Insurance, Vehicle Insurance",30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
13,713,5ccf87bfb46c7000010d8428,6,2,21763,24779,33285,3,43579,57,female,31.16,0,yes,10294,5039,611,5002,6724.470138549805,2025-07-24 21:24:38+00,6882a3beaa7e51f2857791a7,5ccf87bfb46c7000010d8428,APPROVED,Not Applicable,2025-07-24T21:21:06.163000Z,2025-07-24T21:25:25.174000Z,2025-07-25T00:39:43.037000Z,2025-07-24T21:25:25.642141Z,260.0,C1FHYQ9H,3523,"Health Insurance, Life Insurance, Vehicle Insurance",30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
14,714,5ccf87bfb46c7000010d8428,7,2,27078,21033,11930,4,11879,55,female,32.395,1,no,51,1390,148,1383,7177.803516387939,2025-07-24 21:24:56+00,6882a3beaa7e51f2857791a7,5ccf87bfb46c7000010d8428,APPROVED,Not Applicable,2025-07-24T21:21:06.163000Z,2025-07-24T21:25:25.174000Z,2025-07-25T00:39:43.037000Z,2025-07-24T21:25:25.642141Z,260.0,C1FHYQ9H,3523,"Health Insurance, Life Insurance, Vehicle Insurance",30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
15,715,5ccf87bfb46c7000010d8428,8,2,44828,38051,10022,4,10065,53,male,21.4,1,no,43,971,158,958,4594.933032989502,2025-07-24 21:25:10+00,6882a3beaa7e51f2857791a7,5ccf87bfb46c7000010d8428,APPROVED,Not Applicable,2025-07-24T21:21:06.163000Z,2025-07-24T21:25:25.174000Z,2025-07-25T00:39:43.037000Z,2025-07-24T21:25:25.642141Z,260.0,C1FHYQ9H,3523,"Health Insurance, Life Insurance, Vehicle Insurance",30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
16,716,672658dbfc7d27cee21d040c,1,1,17501,20605,42710,1,58571,31,female,38.095,1,yes,15862,3830,1211,3634,12432.898759841919,2025-07-24 21:23:32+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
17,717,672658dbfc7d27cee21d040c,2,1,41469,41469,40164,1,52591,60,male,32.8,0,yes,12427,5892,1065,5795,6261.643886566162,2025-07-24 21:24:00+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
18,718,672658dbfc7d27cee21d040c,3,1,5767,5767,9651,1,6113,31,female,30.495,3,no,3538,10518,523,10505,2890.209436416626,2025-07-24 21:24:23+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
19,719,672658dbfc7d27cee21d040c,4,1,8375,8375,10037,1,6552,33,female,36.29,3,no,3485,9693,919,9649,2316.404104232788,2025-07-24 21:24:42+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
20,720,672658dbfc7d27cee21d040c,5,1,13489,15681,38827,1,55135,33,female,35.53,0,yes,16309,4454,798,4382,4538.950204849243,2025-07-24 21:25:04+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
21,721,672658dbfc7d27cee21d040c,6,1,35251,35251,30586,1,38999,44,male,30.2,2,yes,8413,6620,804,6571,2831.9387435913086,2025-07-24 21:25:22+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
22,722,672658dbfc7d27cee21d040c,7,1,3260,3260,4206,1,13127,23,female,28.0,0,no,8921,8287,227,8284,3014.625310897827,2025-07-24 21:25:38+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
23,723,672658dbfc7d27cee21d040c,8,1,29736,29736,26858,1,19720,32,male,28.93,1,yes,7138,6991,1029,6915,2747.420310974121,2025-07-24 21:25:52+00,6882a3bf7ff24a016fbe29c4,672658dbfc7d27cee21d040c,APPROVED,Not Applicable,2025-07-24T21:21:08.452000Z,2025-07-24T21:26:07.027000Z,2025-07-25T00:40:26.659000Z,2025-07-24T21:26:07.524363Z,299.0,C1FHYQ9H,1258,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",48,Female,White,Romania,United States,United States,English,No,Full-Time
24,724,66553eb5f10b5700001d20de,1,3,12689,10057,9651,1,6113,31,female,30.495,3,no,3538,10518,523,10505,17232.71918296814,2025-07-24 21:24:34+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
25,725,66553eb5f10b5700001d20de,2,3,11969,11969,10037,1,6552,33,female,36.29,3,no,3485,9693,919,9649,10090.233564376831,2025-07-24 21:25:13+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
26,726,66553eb5f10b5700001d20de,3,3,8086,6152,4206,2,13127,23,female,28.0,0,no,8921,8287,227,8284,7348.266363143921,2025-07-24 21:25:39+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
27,727,66553eb5f10b5700001d20de,4,3,20461,23633,26858,2,19720,32,male,28.93,1,yes,7138,6991,1029,6915,6677.062273025513,2025-07-24 21:25:55+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
28,728,66553eb5f10b5700001d20de,5,3,14650,15815,19177,3,17043,26,male,27.06,0,yes,2134,5982,898,5915,7509.665250778198,2025-07-24 21:26:12+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
29,729,66553eb5f10b5700001d20de,6,3,10760,7458,4404,3,2711,19,female,25.745,1,no,1693,5784,329,5775,6919.364452362061,2025-07-24 21:26:25+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
30,730,66553eb5f10b5700001d20de,7,3,4768,4332,2434,4,1770,20,male,29.735,0,no,664,618,312,534,6925.786972045898,2025-07-24 21:26:43+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
31,731,66553eb5f10b5700001d20de,8,3,17034,14679,13749,4,14394,57,female,28.785,4,no,646,608,425,435,5750.566482543945,2025-07-24 21:26:58+00,6882a3afe61c4ba2a369049b,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-07-24T21:20:51.441000Z,2025-07-24T21:27:17.269000Z,2025-07-25T00:39:17.812000Z,2025-07-24T21:27:17.682568Z,386.0,C1FHYQ9H,3601,"Pet Insurance, Home Insurance, Health Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",27,Male,White,South Africa,United States,United States,English,No,Full-Time
32,732,677c4861d510515568796dab,1,2,10494,12152,42710,1,58571,31,female,38.095,1,yes,15862,3830,1211,3634,32405.352115631104,2025-07-24 21:24:16+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
33,733,677c4861d510515568796dab,2,2,55422,47753,40164,1,52591,60,male,32.8,0,yes,12427,5892,1065,5795,10057.4209690094,2025-07-24 21:24:48+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
34,734,677c4861d510515568796dab,3,2,27828,37657,38827,2,55135,33,female,35.53,0,yes,16309,4454,798,4382,15292.948961257935,2025-07-24 21:25:28+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
35,735,677c4861d510515568796dab,4,2,49943,35532,30586,2,38999,44,male,30.2,2,yes,8413,6620,804,6571,11672.717571258545,2025-07-24 21:25:55+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
36,736,677c4861d510515568796dab,5,2,14877,8326,7367,3,24060,19,female,30.59,2,no,16693,11045,552,11031,7263.021230697632,2025-07-24 21:26:14+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
37,737,677c4861d510515568796dab,6,2,35598,34469,33285,3,43579,57,female,31.16,0,yes,10294,5039,611,5002,5312.95108795166,2025-07-24 21:26:32+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
38,738,677c4861d510515568796dab,7,2,30518,13852,11930,4,11879,55,female,32.395,1,no,51,1390,148,1383,8989.399194717407,2025-07-24 21:26:50+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
39,739,677c4861d510515568796dab,8,2,36893,11727,10022,4,10065,53,male,21.4,1,no,43,971,158,958,8337.090015411377,2025-07-24 21:27:09+00,6882a3c2c87cb4a583c02524,677c4861d510515568796dab,APPROVED,Not Applicable,2025-07-24T21:21:09.674000Z,2025-07-24T21:27:20.741000Z,2025-07-25T00:40:26.907000Z,2025-07-24T21:27:21.209947Z,372.0,C1FHYQ9H,1153,"Health Insurance, Home Insurance",28,Female,White,United States,United States,United States,English,No,Part-Time
40,740,6163fbf78813617495ee7a9b,1,3,7969,8000,9651,1,6113,31,female,30.495,3,no,3538,10518,523,10505,32194.286108016968,2025-07-24 21:24:50+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
41,741,6163fbf78813617495ee7a9b,2,3,9914,9914,10037,1,6552,33,female,36.29,3,no,3485,9693,919,9649,5681.589603424072,2025-07-24 21:25:28+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
42,742,6163fbf78813617495ee7a9b,3,3,4208,4208,4206,2,13127,23,female,28.0,0,no,8921,8287,227,8284,7043.136358261108,2025-07-24 21:25:56+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
43,743,6163fbf78813617495ee7a9b,4,3,16833,19428,26858,2,19720,32,male,28.93,1,yes,7138,6991,1029,6915,8512.054443359375,2025-07-24 21:26:23+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
44,744,6163fbf78813617495ee7a9b,5,3,23172,23172,19177,3,17043,26,male,27.06,0,yes,2134,5982,898,5915,4473.5589027404785,2025-07-24 21:26:38+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
45,745,6163fbf78813617495ee7a9b,6,3,2676,2676,4404,3,2711,19,female,25.745,1,no,1693,5784,329,5775,3184.4282150268555,2025-07-24 21:26:52+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
46,746,6163fbf78813617495ee7a9b,7,3,3105,3105,2434,4,1770,20,male,29.735,0,no,664,618,312,534,3390.9337520599365,2025-07-24 21:27:03+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
